bill_id,congress,bill_type,bill_number,title,title_ai,introduced_date,status,sponsor_bioguide,sponsor_name,sponsor_party,sponsor_state,latest_action_date,latest_action_text,cosponsor_count
hr7855-119,119,HR,H.R.7855,"To amend the Elementary and Secondary Education Act of 1965 to expand access to school-wide arts and music programs, and for other purposes.",,2026-03-05,active,V000081,Nydia M. Velázquez,Democratic,NY,2026-03-05,Referred to the House Committee on Education and Workforce.,6
hr7825-119,119,HR,H.R.7825,"To amend the Internal Revenue Code of 1986 to exclude qualified wildfire relief payments from gross income, and for other purposes.",,2026-03-05,active,F000480,Vince Fong,Republican,CA,2026-03-05,Referred to the House Committee on Ways and Means.,7
hr336-119,119,HR,H.R.336,HEADWAY Act,,2025-01-13,active,C001133,Juan Ciscomani,Republican,AZ,2025-01-13,Referred to the House Committee on Education and Workforce.,19
hr6425-119,119,HR,H.R.6425,National Strategy for Combating Scams Act of 2025,National plan to fight scams,2025-12-04,active,A000380,Gabe Amo,Democratic,RI,2025-12-04,"Referred to the Committee on the Judiciary, and in addition to the Committees on Energy and Commerce, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",10
hr7852-119,119,HR,H.R.7852,"To require new ethics obligations and restrictions for Members of Congress, their spouse, and dependents, and for other purposes.",,2026-03-05,active,S001215,Haley M. Stevens,Democratic,MI,2026-03-05,"Referred to the Committee on House Administration, and in addition to the Committees on Oversight and Government Reform, the Judiciary, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",5
s3980-119,119,S,S.3980,"A bill to authorize the creation of a ""Lending.gov"" as a shared services platform to provide a single source of access to loans provided by Federal agencies, and modern technology to support effective management of Federal credit programs, in order to reduce costs, prevent fraud, increase the speed of origination, improve transparency, improve access and customer experience, and for other purposes.",,2026-03-04,active,B001243,Marsha Blackburn,Republican,TN,2026-03-04,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1
hr952-119,119,HR,H.R.952,Reversionary Interest Conveyance Act,Transferring rights to reclaim public lands,2025-02-04,active,M001163,Doris O. Matsui,Democratic,CA,2026-03-04,Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,0
s3606-119,119,S,S.3606,Fraud Accountability Act,Hold people accountable for immigration fraud,2026-01-08,active,B001243,Marsha Blackburn,Republican,TN,2026-01-08,Read twice and referred to the Committee on the Judiciary.,16
hr7820-119,119,HR,H.R.7820,"To amend the Internal Revenue Code of 1986 to modify the rules for investments in qualified opportunity funds, and for other purposes.",,2026-03-05,active,C001127,Sheila Cherfilus-McCormick,Democratic,FL,2026-03-05,Referred to the House Committee on Ways and Means.,0
hr1355-119,119,HR,H.R.1355,Weatherization Enhancement and Readiness Act of 2025,Enhance home weatherization for energy readiness,2025-02-13,active,T000469,Paul Tonko,Democratic,NY,2026-02-04,"Placed on the Union Calendar, Calendar No. 410.",21
hr7333-119,119,HR,H.R.7333,Family Violence Prevention and Services Improvement Act of 2026,Improve family violence prevention services,2026-02-03,active,M001208,Lucy McBath,Democratic,GA,2026-02-03,"Referred to the Committee on Education and Workforce, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",26
hr539-119,119,HR,H.R.539,Chiropractic Medicare Coverage Modernization Act of 2025,Modernize Medicare coverage for chiropractic care,2025-01-16,active,S001214,W. Gregory Steube,Republican,FL,2025-01-16,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",152
s2267-119,119,S,S.2267,Ensuring Workers Get PAID Act of 2025,,2025-07-14,active,S001232,Tim Sheehy,Republican,MT,2025-07-14,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",2
hr7819-119,119,HR,H.R.7819,"To require the Comptroller General of the United States to conduct an audit of a United States and Venezuela energy deal, and for other purposes.",,2026-03-05,active,C001117,Sean Casten,Democratic,IL,2026-03-05,Referred to the House Committee on Foreign Affairs.,1
s933-119,119,S,S.933,NASA Transition Authorization Act of 2025,Authorize NASA's transition for 2025,2025-03-11,active,C001098,Ted Cruz,Republican,TX,2026-03-04,"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.",6
hr2307-119,119,HR,H.R.2307,"To establish the Commission on National Agricultural Statistics Service Modernization to modernize the data collection and reporting processes of the National Agricultural Statistics Service, and for other purposes.",Set up commission to modernize farm data collection,2025-03-24,active,M001212,Barry Moore,Republican,AL,2025-04-18,"Referred to the Subcommittee on Conservation, Research, and Biotechnology.",3
s2167-119,119,S,S.2167,Health Care for Energy Workers Act of 2025,,2025-06-25,active,H000273,John W. Hickenlooper,Democratic,CO,2025-06-25,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",3
hr4213-119,119,HR,H.R.4213,"Department of Homeland Security Appropriations Act, 2026",Funding Homeland Security for 2026,2025-06-26,active,A000369,Mark E. Amodei,Republican,NV,2025-06-26,"Placed on the Union Calendar, Calendar No. 139.",0
hr3703-119,119,HR,H.R.3703,Excess Urban Heat Mitigation Act of 2025,,2025-06-04,active,A000381,Yassamin Ansari,Democratic,AZ,2025-06-04,Referred to the House Committee on Financial Services.,30
hres1099-119,119,HRES,H.Res.1099,Reaffirming Iran remains the largest state sponsor of terrorism.,,2026-03-04,active,M001199,Brian J. Mast,Republican,FL,2026-03-05,Motion to reconsider laid on the table Agreed to without objection.,2
hr3740-119,119,HR,H.R.3740,Equal Access to Justice for Victims of Gun Violence Act of 2025,Equal justice for gun violence victims,2025-06-04,active,S001193,Eric Swalwell,Democratic,CA,2025-06-04,Referred to the House Committee on the Judiciary.,112
s1565-119,119,S,S.1565,Lowering Costs for Caregivers Act of 2025,,2025-05-01,active,R000608,Jacky Rosen,Democratic,NV,2025-05-01,Read twice and referred to the Committee on Finance.,2
s3527-119,119,S,S.3527,Montana Sportsmen Conservation Act,Conserve natural resources for Montana sportsmen,2025-12-17,active,D000618,Steve Daines,Republican,MT,2026-03-04,Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,1
hr4069-119,119,HR,H.R.4069,Downpayment Toward Equity Act of 2025,Help with downpayments for financial equity,2025-06-23,active,W000187,Maxine Waters,Democratic,CA,2025-06-23,Referred to the House Committee on Financial Services.,20
s1260-119,119,S,S.1260,Rural Housing Service Reform Act of 2025,,2025-04-02,active,S001203,Tina Smith,Democratic,MN,2025-04-02,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",14
s2102-119,119,S,S.2102,"Ralph David Abernathy, Sr., National Historic Site Act",,2025-06-17,active,O000174,Jon Ossoff,Democratic,GA,2026-03-04,Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,1
hr7790-119,119,HR,H.R.7790,"To amend the HITECH Act to allow an individual to obtain a copy of such individual's protected health information at no cost unless certain circumstances apply, and for other purposes.",,2026-03-04,active,F000454,Bill Foster,Democratic,IL,2026-03-04,Referred to the House Committee on Energy and Commerce.,1
hr1965-119,119,HR,H.R.1965,Veteran Education Assistance Adjustment Act,Update veteran education benefits,2025-03-06,active,V000136,Gabe Vasquez,Democratic,NM,2026-02-24,Forwarded by Subcommittee to Full Committee by Voice Vote.,28
hr7797-119,119,HR,H.R.7797,"To provide certain requirements and guidance relating to license plate readability, and for other purposes.",,2026-03-04,active,M001226,Robert Menendez,Democratic,NJ,2026-03-04,"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
hr7799-119,119,HR,H.R.7799,To amend the Internal Revenue Code of 1986 to provide that 501(c)(3) organizations are liable for the use of funding provided as a fiscal sponsor.,,2026-03-04,active,M001224,Nathaniel Moran,Republican,TX,2026-03-04,Referred to the House Committee on Ways and Means.,0
hr6431-119,119,HR,H.R.6431,New Opportunities for Business Ownership and Self-Sufficiency Act,Expand business ownership and self-sufficiency opportunities,2025-12-04,In Committee,C001126,Mike Carey,Republican,OH,2026-02-20,"Placed on the Union Calendar, Calendar No. 435.",6
hres182-119,119,HRES,H.Res.182,"Expressing support for the designation of March 3, 2025, as ""National Triple-Negative Breast Cancer Day"".",,2025-03-03,active,M001206,Joseph D. Morelle,Democratic,NY,2025-03-03,Referred to the House Committee on Oversight and Government Reform.,0
hr2157-119,119,HR,H.R.2157,"To provide that members of the Armed Forces performing services in Kenya, Mali, Burkina Faso, and Chad shall be entitled to tax benefits in the same manner as if such services were performed in a combat zone.",,2025-03-14,active,P000613,Jimmy Panetta,Democratic,CA,2025-03-14,Referred to the House Committee on Ways and Means.,17
s3493-119,119,S,S.3493,Carson City Public Land Correction Act,Correct public lands in Carson City,2025-12-16,active,R000608,Jacky Rosen,Democratic,NV,2026-03-04,Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,0
hr3235-119,119,HR,H.R.3235,MOMS Act,MOMS Act,2025-05-07,active,F000470,Michelle Fischbach,Republican,MN,2025-05-07,"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",20
hr7810-119,119,HR,H.R.7810,"To amend the Higher Education Act of 1965 to set interest rates for Federal student loans made on or after July 1, 2026, at 2 percent, and for other purposes.",,2026-03-04,active,T000460,Mike Thompson,Democratic,CA,2026-03-04,Referred to the House Committee on Education and Workforce.,1
s949-119,119,S,S.949,Protect our Parks Act of 2025,,2025-03-11,active,K000377,Mark Kelly,Democratic,AZ,2025-03-11,Read twice and referred to the Committee on Energy and Natural Resources.,7
sres573-119,119,SRES,S.Res.573,A resolution expressing the need for the United States continued leadership on matters of religious freedom.,US should lead on religious freedom issues,2025-12-18,In Committee,R000584,James E. Risch,Republican,ID,2025-12-18,Referred to the Committee on Foreign Relations. (text: CR S8926-8927),13
